AgeGroup,Date,Country,Female,Male,Total,Date2
20 to 24,14/06/2021,England,866,862,1728,2021-06-14
20 to 24,15/06/2021,England,944,980,1924,2021-06-15
20 to 24,16/06/2021,England,995,1035,2030,2021-06-16
20 to 24,17/06/2021,England,944,1014,1958,2021-06-17
20 to 24,18/06/2021,England,920,940,1860,2021-06-18
20 to 24,19/06/2021,England,745,788,1533,2021-06-19
20 to 24,20/06/2021,England,796,850,1646,2021-06-20
20 to 24,21/06/2021,England,1196,1284,2480,2021-06-21
20 to 24,22/06/2021,England,1266,1539,2805,2021-06-22
20 to 24,23/06/2021,England,1410,1603,3013,2021-06-23
20 to 24,24/06/2021,England,1404,1552,2956,2021-06-24
20 to 24,25/06/2021,England,1464,1616,3080,2021-06-25
20 to 24,26/06/2021,England,1280,1438,2718,2021-06-26
20 to 24,27/06/2021,England,1473,1536,3009,2021-06-27
20 to 24,28/06/2021,England,2114,2420,4534,2021-06-28
20 to 24,29/06/2021,England,2092,2424,4516,2021-06-29
20 to 24,30/06/2021,England,2119,2322,4441,2021-06-30
20 to 24,01/07/2021,England,2201,2449,4650,2021-07-01
20 to 24,02/07/2021,England,1808,2198,4006,2021-07-02
20 to 24,03/07/2021,England,1518,2093,3611,2021-07-03
20 to 24,04/07/2021,England,1473,1939,3412,2021-07-04
20 to 24,05/07/2021,England,2093,2678,4771,2021-07-05
20 to 24,06/07/2021,England,2240,2816,5056,2021-07-06
20 to 24,07/07/2021,England,2478,3043,5521,2021-07-07
20 to 24,08/07/2021,England,2043,2491,4534,2021-07-08
20 to 24,09/07/2021,England,1880,2290,4170,2021-07-09
20 to 24,10/07/2021,England,1531,1774,3305,2021-07-10
20 to 24,11/07/2021,England,1503,1935,3438,2021-07-11
20 to 24,12/07/2021,England,2344,3047,5391,2021-07-12
20 to 24,13/07/2021,England,2809,3734,6543,2021-07-13
20 to 24,14/07/2021,England,3354,4387,7741,2021-07-14
20 to 24,15/07/2021,England,3676,5273,8949,2021-07-15
20 to 24,16/07/2021,England,3230,4412,7642,2021-07-16
20 to 24,17/07/2021,England,2057,2560,4617,2021-07-17
20 to 24,18/07/2021,England,1861,2153,4014,2021-07-18
20 to 24,19/07/2021,England,2419,2637,5056,2021-07-19
20 to 24,20/07/2021,England,2011,2101,4112,2021-07-20
20 to 24,21/07/2021,England,1762,1790,3552,2021-07-21
20 to 24,22/07/2021,England,1592,1498,3090,2021-07-22
20 to 24,23/07/2021,England,1421,1345,2766,2021-07-23
20 to 24,24/07/2021,England,1210,1148,2358,2021-07-24
20 to 24,25/07/2021,England,1225,1191,2416,2021-07-25
20 to 24,26/07/2021,England,1901,1771,3672,2021-07-26
20 to 24,27/07/2021,England,2117,2136,4253,2021-07-27
20 to 24,28/07/2021,England,2348,2439,4787,2021-07-28
20 to 24,29/07/2021,England,2188,2289,4477,2021-07-29
20 to 24,30/07/2021,England,1773,1779,3552,2021-07-30
20 to 24,31/07/2021,England,1373,1312,2685,2021-07-31
20 to 24,01/08/2021,England,1332,1362,2694,2021-08-01
20 to 24,02/08/2021,England,2069,2037,4106,2021-08-02
20 to 24,03/08/2021,England,2252,2245,4497,2021-08-03
20 to 24,04/08/2021,England,2482,2376,4858,2021-08-04
20 to 24,05/08/2021,England,2240,2220,4460,2021-08-05
20 to 24,06/08/2021,England,1804,1835,3639,2021-08-06
20 to 24,07/08/2021,England,1252,1255,2507,2021-08-07
25 to 29,01/05/2021,England,48,55,103,2021-05-01
25 to 29,02/05/2021,England,42,53,95,2021-05-02
25 to 29,03/05/2021,England,74,82,156,2021-05-03
25 to 29,04/05/2021,England,75,83,158,2021-05-04
25 to 29,05/05/2021,England,102,86,188,2021-05-05
25 to 29,06/05/2021,England,75,85,160,2021-05-06
25 to 29,07/05/2021,England,76,70,146,2021-05-07
25 to 29,08/05/2021,England,57,49,106,2021-05-08
25 to 29,09/05/2021,England,81,67,148,2021-05-09
25 to 29,10/05/2021,England,110,96,206,2021-05-10
25 to 29,11/05/2021,England,74,86,160,2021-05-11
25 to 29,12/05/2021,England,76,83,159,2021-05-12
25 to 29,13/05/2021,England,70,88,158,2021-05-13
25 to 29,14/05/2021,England,66,60,126,2021-05-14
25 to 29,15/05/2021,England,61,55,116,2021-05-15
25 to 29,16/05/2021,England,61,63,124,2021-05-16
25 to 29,17/05/2021,England,88,80,168,2021-05-17
25 to 29,18/05/2021,England,96,95,191,2021-05-18
25 to 29,19/05/2021,England,81,86,167,2021-05-19
25 to 29,20/05/2021,England,74,85,159,2021-05-20
25 to 29,21/05/2021,England,71,76,147,2021-05-21
25 to 29,22/05/2021,England,84,67,151,2021-05-22
25 to 29,23/05/2021,England,68,75,143,2021-05-23
25 to 29,24/05/2021,England,97,128,225,2021-05-24
25 to 29,25/05/2021,England,145,131,276,2021-05-25
25 to 29,26/05/2021,England,156,164,320,2021-05-26
25 to 29,27/05/2021,England,145,151,296,2021-05-27
25 to 29,28/05/2021,England,128,162,290,2021-05-28
25 to 29,29/05/2021,England,133,140,273,2021-05-29
25 to 29,30/05/2021,England,134,132,266,2021-05-30
25 to 29,31/05/2021,England,151,183,334,2021-05-31
25 to 29,01/06/2021,England,262,281,543,2021-06-01
25 to 29,02/06/2021,England,329,399,728,2021-06-02
25 to 29,03/06/2021,England,348,393,741,2021-06-03
25 to 29,04/06/2021,England,295,392,687,2021-06-04
25 to 29,05/06/2021,England,234,253,487,2021-06-05
25 to 29,06/06/2021,England,294,286,580,2021-06-06
25 to 29,07/06/2021,England,462,443,905,2021-06-07
25 to 29,08/06/2021,England,414,456,870,2021-06-08
25 to 29,09/06/2021,England,435,484,919,2021-06-09
25 to 29,10/06/2021,England,468,469,937,2021-06-10
25 to 29,11/06/2021,England,394,448,842,2021-06-11
25 to 29,12/06/2021,England,305,347,652,2021-06-12
25 to 29,13/06/2021,England,327,314,641,2021-06-13
25 to 29,14/06/2021,England,465,556,1021,2021-06-14
25 to 29,15/06/2021,England,528,618,1146,2021-06-15
25 to 29,16/06/2021,England,545,673,1218,2021-06-16
25 to 29,17/06/2021,England,527,658,1185,2021-06-17
25 to 29,18/06/2021,England,469,557,1026,2021-06-18
25 to 29,19/06/2021,England,383,461,844,2021-06-19
25 to 29,20/06/2021,England,423,453,876,2021-06-20
25 to 29,21/06/2021,England,654,842,1496,2021-06-21
25 to 29,22/06/2021,England,718,1003,1721,2021-06-22
25 to 29,23/06/2021,England,774,1071,1845,2021-06-23
25 to 29,24/06/2021,England,817,989,1806,2021-06-24
25 to 29,25/06/2021,England,714,869,1583,2021-06-25
25 to 29,26/06/2021,England,628,884,1512,2021-06-26
25 to 29,27/06/2021,England,699,856,1555,2021-06-27
25 to 29,28/06/2021,England,1070,1298,2368,2021-06-28
25 to 29,29/06/2021,England,1201,1399,2600,2021-06-29
25 to 29,30/06/2021,England,1340,1407,2747,2021-06-30
25 to 29,01/07/2021,England,1252,1485,2737,2021-07-01
25 to 29,02/07/2021,England,1111,1356,2467,2021-07-02
25 to 29,03/07/2021,England,972,1355,2327,2021-07-03
25 to 29,04/07/2021,England,997,1349,2346,2021-07-04
25 to 29,05/07/2021,England,1478,1954,3432,2021-07-05
25 to 29,06/07/2021,England,1727,2281,4008,2021-07-06
25 to 29,07/07/2021,England,2014,2594,4608,2021-07-07
25 to 29,08/07/2021,England,1714,2087,3801,2021-07-08
25 to 29,09/07/2021,England,1625,1829,3454,2021-07-09
25 to 29,10/07/2021,England,1307,1573,2880,2021-07-10
25 to 29,11/07/2021,England,1298,1766,3064,2021-07-11
25 to 29,12/07/2021,England,2073,2589,4662,2021-07-12
25 to 29,13/07/2021,England,2472,3357,5829,2021-07-13
25 to 29,14/07/2021,England,3071,4192,7263,2021-07-14
25 to 29,15/07/2021,England,3489,5229,8718,2021-07-15
25 to 29,16/07/2021,England,2861,4425,7286,2021-07-16
25 to 29,17/07/2021,England,2009,2587,4596,2021-07-17
25 to 29,18/07/2021,England,1856,2115,3971,2021-07-18
25 to 29,19/07/2021,England,2474,2652,5126,2021-07-19
25 to 29,20/07/2021,England,2010,2189,4199,2021-07-20
25 to 29,21/07/2021,England,1744,1826,3570,2021-07-21
25 to 29,22/07/2021,England,1631,1530,3161,2021-07-22
25 to 29,23/07/2021,England,1277,1242,2519,2021-07-23
25 to 29,24/07/2021,England,1057,977,2034,2021-07-24
25 to 29,25/07/2021,England,965,952,1917,2021-07-25
25 to 29,26/07/2021,England,1409,1434,2843,2021-07-26
25 to 29,27/07/2021,England,1520,1585,3105,2021-07-27
25 to 29,28/07/2021,England,1656,1774,3430,2021-07-28
25 to 29,29/07/2021,England,1594,1682,3276,2021-07-29
25 to 29,30/07/2021,England,1259,1365,2624,2021-07-30
25 to 29,31/07/2021,England,1023,1026,2049,2021-07-31
25 to 29,01/08/2021,England,1042,1044,2086,2021-08-01
25 to 29,02/08/2021,England,1599,1655,3254,2021-08-02
25 to 29,03/08/2021,England,1799,1757,3556,2021-08-03
25 to 29,04/08/2021,England,1982,2013,3995,2021-08-04
25 to 29,05/08/2021,England,1937,1984,3921,2021-08-05
25 to 29,06/08/2021,England,1527,1501,3028,2021-08-06
25 to 29,07/08/2021,England,1111,1161,2272,2021-08-07
30 to 34,01/05/2021,England,48,68,116,2021-05-01
30 to 34,02/05/2021,England,50,40,90,2021-05-02
30 to 34,03/05/2021,England,67,65,132,2021-05-03
30 to 34,04/05/2021,England,113,77,190,2021-05-04
30 to 34,05/05/2021,England,110,98,208,2021-05-05
30 to 34,06/05/2021,England,93,74,167,2021-05-06
30 to 34,07/05/2021,England,82,87,169,2021-05-07
30 to 34,08/05/2021,England,67,57,124,2021-05-08
30 to 34,09/05/2021,England,69,67,136,2021-05-09
30 to 34,10/05/2021,England,114,97,211,2021-05-10
30 to 34,11/05/2021,England,82,87,169,2021-05-11
30 to 34,12/05/2021,England,121,72,193,2021-05-12
30 to 34,13/05/2021,England,86,66,152,2021-05-13
30 to 34,14/05/2021,England,80,68,148,2021-05-14
30 to 34,15/05/2021,England,75,57,132,2021-05-15
30 to 34,16/05/2021,England,63,63,126,2021-05-16
30 to 34,17/05/2021,England,100,113,213,2021-05-17
30 to 34,18/05/2021,England,112,89,201,2021-05-18
30 to 34,19/05/2021,England,119,85,204,2021-05-19
30 to 34,20/05/2021,England,84,96,180,2021-05-20
30 to 34,21/05/2021,England,95,84,179,2021-05-21
30 to 34,22/05/2021,England,66,75,141,2021-05-22
30 to 34,23/05/2021,England,74,78,152,2021-05-23
30 to 34,24/05/2021,England,125,113,238,2021-05-24
30 to 34,25/05/2021,England,126,154,280,2021-05-25
30 to 34,26/05/2021,England,156,138,294,2021-05-26
30 to 34,27/05/2021,England,164,135,299,2021-05-27
30 to 34,28/05/2021,England,143,131,274,2021-05-28
30 to 34,29/05/2021,England,138,94,232,2021-05-29
30 to 34,30/05/2021,England,124,117,241,2021-05-30
30 to 34,31/05/2021,England,147,163,310,2021-05-31
30 to 34,01/06/2021,England,230,262,492,2021-06-01
30 to 34,02/06/2021,England,223,281,504,2021-06-02
30 to 34,03/06/2021,England,240,273,513,2021-06-03
30 to 34,04/06/2021,England,235,276,511,2021-06-04
30 to 34,05/06/2021,England,204,196,400,2021-06-05
30 to 34,06/06/2021,England,217,200,417,2021-06-06
30 to 34,07/06/2021,England,333,322,655,2021-06-07
30 to 34,08/06/2021,England,306,336,642,2021-06-08
30 to 34,09/06/2021,England,308,338,646,2021-06-09
30 to 34,10/06/2021,England,298,313,611,2021-06-10
30 to 34,11/06/2021,England,286,315,601,2021-06-11
30 to 34,12/06/2021,England,228,254,482,2021-06-12
30 to 34,13/06/2021,England,259,266,525,2021-06-13
30 to 34,14/06/2021,England,364,410,774,2021-06-14
30 to 34,15/06/2021,England,313,427,740,2021-06-15
30 to 34,16/06/2021,England,370,405,775,2021-06-16
30 to 34,17/06/2021,England,355,418,773,2021-06-17
30 to 34,18/06/2021,England,350,371,721,2021-06-18
30 to 34,19/06/2021,England,238,257,495,2021-06-19
30 to 34,20/06/2021,England,276,314,590,2021-06-20
30 to 34,21/06/2021,England,467,491,958,2021-06-21
30 to 34,22/06/2021,England,448,552,1000,2021-06-22
30 to 34,23/06/2021,England,536,571,1107,2021-06-23
30 to 34,24/06/2021,England,565,591,1156,2021-06-24
30 to 34,25/06/2021,England,545,527,1072,2021-06-25
30 to 34,26/06/2021,England,444,547,991,2021-06-26
30 to 34,27/06/2021,England,525,599,1124,2021-06-27
30 to 34,28/06/2021,England,801,873,1674,2021-06-28
30 to 34,29/06/2021,England,883,922,1805,2021-06-29
30 to 34,30/06/2021,England,947,944,1891,2021-06-30
30 to 34,01/07/2021,England,952,1013,1965,2021-07-01
30 to 34,02/07/2021,England,821,946,1767,2021-07-02
30 to 34,03/07/2021,England,722,948,1670,2021-07-03
30 to 34,04/07/2021,England,831,987,1818,2021-07-04
30 to 34,05/07/2021,England,1221,1429,2650,2021-07-05
30 to 34,06/07/2021,England,1332,1585,2917,2021-07-06
30 to 34,07/07/2021,England,1469,1847,3316,2021-07-07
30 to 34,08/07/2021,England,1360,1550,2910,2021-07-08
30 to 34,09/07/2021,England,1250,1423,2673,2021-07-09
30 to 34,10/07/2021,England,1136,1331,2467,2021-07-10
30 to 34,11/07/2021,England,1144,1516,2660,2021-07-11
30 to 34,12/07/2021,England,1775,2067,3842,2021-07-12
30 to 34,13/07/2021,England,1885,2491,4376,2021-07-13
30 to 34,14/07/2021,England,2226,3170,5396,2021-07-14
30 to 34,15/07/2021,England,2554,3937,6491,2021-07-15
30 to 34,16/07/2021,England,2228,3357,5585,2021-07-16
30 to 34,17/07/2021,England,1497,2140,3637,2021-07-17
30 to 34,18/07/2021,England,1516,1733,3249,2021-07-18
30 to 34,19/07/2021,England,2138,2307,4445,2021-07-19
30 to 34,20/07/2021,England,1834,1953,3787,2021-07-20
30 to 34,21/07/2021,England,1678,1601,3279,2021-07-21
30 to 34,22/07/2021,England,1508,1343,2851,2021-07-22
30 to 34,23/07/2021,England,1245,1192,2437,2021-07-23
30 to 34,24/07/2021,England,995,844,1839,2021-07-24
30 to 34,25/07/2021,England,905,875,1780,2021-07-25
30 to 34,26/07/2021,England,1233,1230,2463,2021-07-26
30 to 34,27/07/2021,England,1209,1243,2452,2021-07-27
30 to 34,28/07/2021,England,1360,1439,2799,2021-07-28
30 to 34,29/07/2021,England,1205,1227,2432,2021-07-29
30 to 34,30/07/2021,England,1057,1086,2143,2021-07-30
30 to 34,31/07/2021,England,884,883,1767,2021-07-31
30 to 34,01/08/2021,England,927,898,1825,2021-08-01
30 to 34,02/08/2021,England,1276,1262,2538,2021-08-02
30 to 34,03/08/2021,England,1402,1355,2757,2021-08-03
30 to 34,04/08/2021,England,1513,1632,3145,2021-08-04
30 to 34,05/08/2021,England,1406,1484,2890,2021-08-05
30 to 34,06/08/2021,England,1206,1189,2395,2021-08-06
30 to 34,07/08/2021,England,944,897,1841,2021-08-07
35 to 39,01/05/2021,England,76,55,131,2021-05-01
35 to 39,02/05/2021,England,61,58,119,2021-05-02
35 to 39,03/05/2021,England,69,74,143,2021-05-03
35 to 39,04/05/2021,England,106,81,187,2021-05-04
35 to 39,05/05/2021,England,86,67,153,2021-05-05
35 to 39,06/05/2021,England,85,83,168,2021-05-06
35 to 39,07/05/2021,England,70,82,152,2021-05-07
35 to 39,08/05/2021,England,66,47,113,2021-05-08
35 to 39,09/05/2021,England,96,72,168,2021-05-09
35 to 39,10/05/2021,England,103,98,201,2021-05-10
35 to 39,11/05/2021,England,82,95,177,2021-05-11
35 to 39,12/05/2021,England,91,63,154,2021-05-12
35 to 39,13/05/2021,England,88,80,168,2021-05-13
35 to 39,14/05/2021,England,74,69,143,2021-05-14
35 to 39,15/05/2021,England,71,65,136,2021-05-15
35 to 39,16/05/2021,England,71,59,130,2021-05-16
35 to 39,17/05/2021,England,126,89,215,2021-05-17
35 to 39,18/05/2021,England,106,100,206,2021-05-18
35 to 39,19/05/2021,England,103,88,191,2021-05-19
35 to 39,20/05/2021,England,104,85,189,2021-05-20
35 to 39,21/05/2021,England,97,70,167,2021-05-21
35 to 39,22/05/2021,England,69,48,117,2021-05-22
35 to 39,23/05/2021,England,79,68,147,2021-05-23
35 to 39,24/05/2021,England,118,122,240,2021-05-24
35 to 39,25/05/2021,England,114,115,229,2021-05-25
35 to 39,26/05/2021,England,155,117,272,2021-05-26
35 to 39,27/05/2021,England,139,122,261,2021-05-27
35 to 39,28/05/2021,England,136,137,273,2021-05-28
35 to 39,29/05/2021,England,117,104,221,2021-05-29
35 to 39,30/05/2021,England,114,110,224,2021-05-30
35 to 39,31/05/2021,England,133,138,271,2021-05-31
35 to 39,01/06/2021,England,186,193,379,2021-06-01
35 to 39,02/06/2021,England,189,182,371,2021-06-02
35 to 39,03/06/2021,England,196,179,375,2021-06-03
35 to 39,04/06/2021,England,193,203,396,2021-06-04
35 to 39,05/06/2021,England,175,142,317,2021-06-05
35 to 39,06/06/2021,England,168,188,356,2021-06-06
35 to 39,07/06/2021,England,244,254,498,2021-06-07
35 to 39,08/06/2021,England,241,239,480,2021-06-08
35 to 39,09/06/2021,England,226,242,468,2021-06-09
35 to 39,10/06/2021,England,209,209,418,2021-06-10
35 to 39,11/06/2021,England,207,201,408,2021-06-11
35 to 39,12/06/2021,England,171,142,313,2021-06-12
35 to 39,13/06/2021,England,194,181,375,2021-06-13
35 to 39,14/06/2021,England,253,281,534,2021-06-14
35 to 39,15/06/2021,England,254,263,517,2021-06-15
35 to 39,16/06/2021,England,273,265,538,2021-06-16
35 to 39,17/06/2021,England,267,271,538,2021-06-17
35 to 39,18/06/2021,England,266,244,510,2021-06-18
35 to 39,19/06/2021,England,209,210,419,2021-06-19
35 to 39,20/06/2021,England,265,218,483,2021-06-20
35 to 39,21/06/2021,England,355,385,740,2021-06-21
35 to 39,22/06/2021,England,409,374,783,2021-06-22
35 to 39,23/06/2021,England,459,462,921,2021-06-23
35 to 39,24/06/2021,England,497,466,963,2021-06-24
35 to 39,25/06/2021,England,443,457,900,2021-06-25
35 to 39,26/06/2021,England,392,432,824,2021-06-26
35 to 39,27/06/2021,England,493,458,951,2021-06-27
35 to 39,28/06/2021,England,747,666,1413,2021-06-28
35 to 39,29/06/2021,England,750,706,1456,2021-06-29
35 to 39,30/06/2021,England,840,790,1630,2021-06-30
35 to 39,01/07/2021,England,786,756,1542,2021-07-01
35 to 39,02/07/2021,England,711,726,1437,2021-07-02
35 to 39,03/07/2021,England,678,764,1442,2021-07-03
35 to 39,04/07/2021,England,707,769,1476,2021-07-04
35 to 39,05/07/2021,England,1007,1129,2136,2021-07-05
35 to 39,06/07/2021,England,1103,1172,2275,2021-07-06
35 to 39,07/07/2021,England,1223,1330,2553,2021-07-07
35 to 39,08/07/2021,England,1077,1135,2212,2021-07-08
35 to 39,09/07/2021,England,1151,1126,2277,2021-07-09
35 to 39,10/07/2021,England,955,1025,1980,2021-07-10
35 to 39,11/07/2021,England,985,1148,2133,2021-07-11
35 to 39,12/07/2021,England,1454,1618,3072,2021-07-12
35 to 39,13/07/2021,England,1494,1830,3324,2021-07-13
35 to 39,14/07/2021,England,1706,2122,3828,2021-07-14
35 to 39,15/07/2021,England,1933,2556,4489,2021-07-15
35 to 39,16/07/2021,England,1691,2325,4016,2021-07-16
35 to 39,17/07/2021,England,1235,1578,2813,2021-07-17
35 to 39,18/07/2021,England,1181,1344,2525,2021-07-18
35 to 39,19/07/2021,England,1705,1806,3511,2021-07-19
35 to 39,20/07/2021,England,1388,1485,2873,2021-07-20
35 to 39,21/07/2021,England,1336,1262,2598,2021-07-21
35 to 39,22/07/2021,England,1135,1058,2193,2021-07-22
35 to 39,23/07/2021,England,1023,931,1954,2021-07-23
35 to 39,24/07/2021,England,775,729,1504,2021-07-24
35 to 39,25/07/2021,England,748,646,1394,2021-07-25
35 to 39,26/07/2021,England,1094,895,1989,2021-07-26
35 to 39,27/07/2021,England,1034,910,1944,2021-07-27
35 to 39,28/07/2021,England,990,964,1954,2021-07-28
35 to 39,29/07/2021,England,884,912,1796,2021-07-29
35 to 39,30/07/2021,England,842,710,1552,2021-07-30
35 to 39,31/07/2021,England,693,604,1297,2021-07-31
35 to 39,01/08/2021,England,715,624,1339,2021-08-01
35 to 39,02/08/2021,England,1007,906,1913,2021-08-02
35 to 39,03/08/2021,England,980,942,1922,2021-08-03
35 to 39,04/08/2021,England,1062,1026,2088,2021-08-04
35 to 39,05/08/2021,England,1054,976,2030,2021-08-05
35 to 39,06/08/2021,England,932,839,1771,2021-08-06
35 to 39,07/08/2021,England,709,669,1378,2021-08-07
40 to 44,01/05/2021,England,38,47,85,2021-05-01
40 to 44,02/05/2021,England,47,38,85,2021-05-02
40 to 44,03/05/2021,England,82,64,146,2021-05-03
40 to 44,04/05/2021,England,80,81,161,2021-05-04
40 to 44,05/05/2021,England,91,84,175,2021-05-05
40 to 44,06/05/2021,England,66,70,136,2021-05-06
40 to 44,07/05/2021,England,73,55,128,2021-05-07
40 to 44,08/05/2021,England,37,56,93,2021-05-08
40 to 44,09/05/2021,England,73,53,126,2021-05-09
40 to 44,10/05/2021,England,84,93,177,2021-05-10
40 to 44,11/05/2021,England,68,68,136,2021-05-11
40 to 44,12/05/2021,England,79,75,154,2021-05-12
40 to 44,13/05/2021,England,68,60,128,2021-05-13
40 to 44,14/05/2021,England,63,57,120,2021-05-14
40 to 44,15/05/2021,England,48,48,96,2021-05-15
40 to 44,16/05/2021,England,63,47,110,2021-05-16
40 to 44,17/05/2021,England,93,92,185,2021-05-17
40 to 44,18/05/2021,England,76,82,158,2021-05-18
40 to 44,19/05/2021,England,94,85,179,2021-05-19
40 to 44,20/05/2021,England,74,61,135,2021-05-20
40 to 44,21/05/2021,England,57,60,117,2021-05-21
40 to 44,22/05/2021,England,65,56,121,2021-05-22
40 to 44,23/05/2021,England,82,54,136,2021-05-23
40 to 44,24/05/2021,England,102,100,202,2021-05-24
40 to 44,25/05/2021,England,109,96,205,2021-05-25
40 to 44,26/05/2021,England,108,94,202,2021-05-26
40 to 44,27/05/2021,England,120,102,222,2021-05-27
40 to 44,28/05/2021,England,98,101,199,2021-05-28
40 to 44,29/05/2021,England,90,102,192,2021-05-29
40 to 44,30/05/2021,England,78,75,153,2021-05-30
40 to 44,31/05/2021,England,99,99,198,2021-05-31
40 to 44,01/06/2021,England,144,123,267,2021-06-01
40 to 44,02/06/2021,England,176,146,322,2021-06-02
40 to 44,03/06/2021,England,172,157,329,2021-06-03
40 to 44,04/06/2021,England,168,136,304,2021-06-04
40 to 44,05/06/2021,England,139,110,249,2021-06-05
40 to 44,06/06/2021,England,158,131,289,2021-06-06
40 to 44,07/06/2021,England,213,202,415,2021-06-07
40 to 44,08/06/2021,England,187,188,375,2021-06-08
40 to 44,09/06/2021,England,203,183,386,2021-06-09
40 to 44,10/06/2021,England,200,178,378,2021-06-10
40 to 44,11/06/2021,England,183,148,331,2021-06-11
40 to 44,12/06/2021,England,143,146,289,2021-06-12
40 to 44,13/06/2021,England,163,136,299,2021-06-13
40 to 44,14/06/2021,England,240,262,502,2021-06-14
40 to 44,15/06/2021,England,244,229,473,2021-06-15
40 to 44,16/06/2021,England,227,254,481,2021-06-16
40 to 44,17/06/2021,England,293,208,501,2021-06-17
40 to 44,18/06/2021,England,225,211,436,2021-06-18
40 to 44,19/06/2021,England,188,191,379,2021-06-19
40 to 44,20/06/2021,England,237,205,442,2021-06-20
40 to 44,21/06/2021,England,361,341,702,2021-06-21
40 to 44,22/06/2021,England,333,334,667,2021-06-22
40 to 44,23/06/2021,England,387,353,740,2021-06-23
40 to 44,24/06/2021,England,436,394,830,2021-06-24
40 to 44,25/06/2021,England,445,386,831,2021-06-25
40 to 44,26/06/2021,England,400,349,749,2021-06-26
40 to 44,27/06/2021,England,428,395,823,2021-06-27
40 to 44,28/06/2021,England,698,658,1356,2021-06-28
40 to 44,29/06/2021,England,656,619,1275,2021-06-29
40 to 44,30/06/2021,England,780,671,1451,2021-06-30
40 to 44,01/07/2021,England,687,659,1346,2021-07-01
40 to 44,02/07/2021,England,653,642,1295,2021-07-02
40 to 44,03/07/2021,England,573,632,1205,2021-07-03
40 to 44,04/07/2021,England,683,638,1321,2021-07-04
40 to 44,05/07/2021,England,914,845,1759,2021-07-05
40 to 44,06/07/2021,England,976,908,1884,2021-07-06
40 to 44,07/07/2021,England,1041,1041,2082,2021-07-07
40 to 44,08/07/2021,England,966,923,1889,2021-07-08
40 to 44,09/07/2021,England,885,918,1803,2021-07-09
40 to 44,10/07/2021,England,815,842,1657,2021-07-10
40 to 44,11/07/2021,England,839,915,1754,2021-07-11
40 to 44,12/07/2021,England,1246,1339,2585,2021-07-12
40 to 44,13/07/2021,England,1222,1387,2609,2021-07-13
40 to 44,14/07/2021,England,1441,1641,3082,2021-07-14
40 to 44,15/07/2021,England,1541,1819,3360,2021-07-15
40 to 44,16/07/2021,England,1366,1640,3006,2021-07-16
40 to 44,17/07/2021,England,1025,1150,2175,2021-07-17
40 to 44,18/07/2021,England,1069,1070,2139,2021-07-18
40 to 44,19/07/2021,England,1389,1368,2757,2021-07-19
40 to 44,20/07/2021,England,1133,1103,2236,2021-07-20
40 to 44,21/07/2021,England,1086,1019,2105,2021-07-21
40 to 44,22/07/2021,England,1026,878,1904,2021-07-22
40 to 44,23/07/2021,England,852,747,1599,2021-07-23
40 to 44,24/07/2021,England,721,653,1374,2021-07-24
40 to 44,25/07/2021,England,635,582,1217,2021-07-25
40 to 44,26/07/2021,England,846,809,1655,2021-07-26
40 to 44,27/07/2021,England,764,735,1499,2021-07-27
40 to 44,28/07/2021,England,781,792,1573,2021-07-28
40 to 44,29/07/2021,England,831,701,1532,2021-07-29
40 to 44,30/07/2021,England,690,652,1342,2021-07-30
40 to 44,31/07/2021,England,618,533,1151,2021-07-31
40 to 44,01/08/2021,England,644,592,1236,2021-08-01
40 to 44,02/08/2021,England,900,808,1708,2021-08-02
40 to 44,03/08/2021,England,833,764,1597,2021-08-03
40 to 44,04/08/2021,England,881,810,1691,2021-08-04
40 to 44,05/08/2021,England,849,839,1688,2021-08-05
40 to 44,06/08/2021,England,779,720,1499,2021-08-06
40 to 44,07/08/2021,England,619,580,1199,2021-08-07
45 to 49,01/05/2021,England,34,39,73,2021-05-01
45 to 49,02/05/2021,England,42,24,66,2021-05-02
45 to 49,03/05/2021,England,66,49,115,2021-05-03
45 to 49,04/05/2021,England,66,66,132,2021-05-04
45 to 49,05/05/2021,England,72,53,125,2021-05-05
45 to 49,06/05/2021,England,65,65,130,2021-05-06
45 to 49,07/05/2021,England,66,51,117,2021-05-07
45 to 49,08/05/2021,England,32,37,69,2021-05-08
45 to 49,09/05/2021,England,75,46,121,2021-05-09
45 to 49,10/05/2021,England,60,53,113,2021-05-10
45 to 49,11/05/2021,England,65,48,113,2021-05-11
45 to 49,12/05/2021,England,75,50,125,2021-05-12
45 to 49,13/05/2021,England,59,46,105,2021-05-13
45 to 49,14/05/2021,England,41,40,81,2021-05-14
45 to 49,15/05/2021,England,32,35,67,2021-05-15
45 to 49,16/05/2021,England,33,46,79,2021-05-16
45 to 49,17/05/2021,England,75,54,129,2021-05-17
45 to 49,18/05/2021,England,67,62,129,2021-05-18
45 to 49,19/05/2021,England,64,53,117,2021-05-19
45 to 49,20/05/2021,England,57,61,118,2021-05-20
45 to 49,21/05/2021,England,56,46,102,2021-05-21
45 to 49,22/05/2021,England,42,28,70,2021-05-22
45 to 49,23/05/2021,England,70,58,128,2021-05-23
45 to 49,24/05/2021,England,92,66,158,2021-05-24
45 to 49,25/05/2021,England,79,64,143,2021-05-25
45 to 49,26/05/2021,England,81,85,166,2021-05-26
45 to 49,27/05/2021,England,78,62,140,2021-05-27
45 to 49,28/05/2021,England,91,85,176,2021-05-28
